database_name,sequence_database_number,sequence_info,sequence_length,pred,sensitivity,ppv,f1,execution_wall_time_secs
SPR,14,tdbR00000581,85,(((((((..((((.........)))).((((((((....))))))))..........(((((.......))))))))))))....,1.0,0.7777777777777778,0.8750000000000001,315.30538335299934
SPR,166,tdbR00000047,75,(((((((..(((....(((...)))((((((.......))))))...(((((.......))))))))))))))).,0.9545454545454546,0.7777777777777778,0.8571428571428572,92.86121737200119
SPR,66,tdbR00000173,77,(((((((..((((.........)))).............(((((...)))))..............)))))))....,0.55,0.7857142857142857,0.6470588235294117,47.76363329100059
SPR,172,tdbR00000159,77,((((.....((((.........)))).(((((.......)))))......((((.......))))....))))....,0.8095238095238095,1.0,0.8947368421052632,64.16993704599918
PDB,3,bpRNA_PDB_3,44,(((((.......)))))......((((((((....)))))))).,0.7333333333333333,0.8461538461538461,0.7857142857142856,0.7330753850001201
PDB,115,bpRNA_PDB_115,17,..((((.......)))),1.0,1.0,1.0,0.022320856000078493
PDB,439,bpRNA_PDB_439,94,(((...........(((((.(((.....)))....)))))((((.((((....)))))))..((((......))))..............)))),0.46875,0.5769230769230769,0.5172413793103449,229.7087181959996
SPR,255,tdbR00000271,77,(((((((.......(((......))).(((((.......))))).....(((((.......))))))))))))....,0.85,0.85,0.85,105.21599096600039
SPR,499,tdbR00000021,75,(((((....((((.......))))..((((((...)))))).........................)))))....,0.5909090909090909,0.7647058823529411,0.6666666666666667,41.13269300200045
PDB,664,bpRNA_PDB_664,71,....(((((.(((((...))))).......((((...........)))))...))))(((((....))))),0.5517241379310345,0.8888888888888888,0.6808510638297872,52.65290979299971
PDB,431,bpRNA_PDB_431,36,........(((((((............)))))))..,0.5833333333333334,1.0,0.7368421052631579,0.0878267150001193
PDB,139,bpRNA_PDB_139,15,(((((.....))))),0.8333333333333334,1.0,0.9090909090909091,0.02153088600061892
PDB,173,bpRNA_PDB_173,23,.((((..((.......)).)))),0.4444444444444444,1.0,0.6153846153846153,0.03868435599906661
SPR,38,tdbR00000538,75,(((((((...(((.......)))..(((((.......))))).....(((((.......))))))))))))....,0.9523809523809523,1.0,0.975609756097561,69.35969309499887
SPR,391,tdbR00000386,93,(((((((........((((((.....)))(((((.......)))))...(((((....)))))...(((........)))..)))))))))).,0.7,0.4117647058823529,0.5185185185185185,466.4667343059991
SPR,12,tdbR00000588,78,(((((((......................(((((.......)))))....(((((.......))))))))))))....,0.8095238095238095,1.0,0.8947368421052632,90.31565877200046
PDB,639,bpRNA_PDB_639,94,(((...........((((..(((.....))).....))))((((.((((....)))))))..((((......))))..............)))),0.42424242424242425,0.56,0.4827586206896552,265.97658362499897
SPR,411,tdbR00000340,75,.............((((.....))))(((((.......)))))......(((.......)))(((...)))....,0.38095238095238093,0.6153846153846154,0.47058823529411764,69.36292807599966
PDB,518,bpRNA_PDB_518,33,(((((..........))))).............,0.5,1.0,0.6666666666666666,0.08650679099991976
PDB,335,bpRNA_PDB_335,29,((((((((.((((....)))))))))))),1.0,0.7142857142857143,0.8333333333333333,0.06704559799982235
PDB,302,bpRNA_PDB_302,22,.......(((((....))).)),0.0,0.0,0,0.03126460100065742
PDB,1,bpRNA_PDB_1,21,(((...(((....)))..))),0.6666666666666666,1.0,0.8,0.030190254999979516
SPR,427,tdbR00000199,76,(((((((..((((........)))).(((((.......)))))....((((((.......))))))..))))))).,0.9047619047619048,0.8260869565217391,0.8636363636363636,54.156695702000434
SPR,238,tdbR00000042,78,.......(((((...((((.........((((((.......))))))...(((((.......))))).)))).))))),0.5238095238095238,0.5238095238095238,0.5238095238095238,115.52358974599883
PDB,470,bpRNA_PDB_470,27,..((((...............))))..,0.4444444444444444,1.0,0.6153846153846153,0.03648701800011622
PDB,300,bpRNA_PDB_300,48,(((((((((((...((((((...)))))).....)))))..)))))).,0.8125,0.6842105263157895,0.742857142857143,1.139486689999103
SPR,187,tdbR00000392,88,(((((((..(((....(((....)))....)))............(((((....))))).(((((.......))))))))))))....,0.7142857142857143,0.5172413793103449,0.6000000000000001,284.12688698499915
PDB,662,bpRNA_PDB_662,71,(((((((((..................((((((((((...)))).......)))))).....))))))))),0.35714285714285715,0.7142857142857143,0.4761904761904762,64.93219977199988
SPR,524,tdbR00000324,75,(((((...................((((((.......))))))....(((((.......)))))..)))))....,0.8,1.0,0.888888888888889,60.90802699900087
PDB,269,bpRNA_PDB_269,29,(((((...................))))),0.38461538461538464,1.0,0.5555555555555556,0.04924119200222776
SPR,540,tdbR00000465,76,(((((((..((((.............(((((...))))))))).....(((((.......))))))))))))....,0.85,0.7727272727272727,0.8095238095238095,48.66791046999788
PDB,104,bpRNA_PDB_104,17,(((((.......))))),1.0,1.0,1.0,0.02307039300285396
PDB,624,bpRNA_PDB_624,19,.((((.......)).))..,0,0.0,0,0.02485768599945004
PDB,469,bpRNA_PDB_469,27,..((((...............))))..,0.4444444444444444,1.0,0.6153846153846153,0.03540988600070705
PDB,153,bpRNA_PDB_153,27,..((((...............))))..,0.4444444444444444,1.0,0.6153846153846153,0.035877587000868516
SPR,245,tdbR00000151,77,(((((((..(((((.......))))).((((((..........))))))(((((.......))))))))))))....,0.8095238095238095,0.68,0.7391304347826089,65.56754471300155
PDB,131,bpRNA_PDB_131,30,((((((....((.....))....)))))).,0.7272727272727273,1.0,0.8421052631578948,0.04260990100010531
PDB,242,bpRNA_PDB_242,27,((((((..(((....)))...)))))),0.8181818181818182,1.0,0.9,0.04767667800115305
PDB,157,bpRNA_PDB_157,26,((((((..............)))))),0.6,1.0,0.7499999999999999,0.03841798799840035
SPR,355,tdbR00000207,76,(((((((..((((........)))).(((((.......)))))....((((((.......))))))..))))))).,0.9047619047619048,0.8260869565217391,0.8636363636363636,54.192211510999186
PDB,207,bpRNA_PDB_207,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.03756709399749525
SPR,91,tdbR00000190,70,....................(((((.......))))).....((((((((....)))))..)))......,0.47619047619047616,0.7692307692307693,0.588235294117647,32.83964799499881
SPR,354,tdbR00000099,77,.(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.42857142857142855,0.391304347826087,0.4090909090909091,66.75917526400008
SPR,33,tdbR00000298,75,..........((....))...(((.....)))...............(((((.......)))))...........,0.23809523809523808,0.5555555555555556,0.33333333333333326,57.48295212700032
PDB,473,bpRNA_PDB_473,53,.(((((.......(((((....)))))....((((........))))))))).,0.47619047619047616,0.9090909090909091,0.6249999999999999,1.245688863000396
PDB,361,bpRNA_PDB_361,28,((((....................)))),0.3333333333333333,1.0,0.5,0.05386519199964823
PDB,243,bpRNA_PDB_243,28,(((((......)))))............,0.625,1.0,0.7692307692307693,0.03952056900016032
PDB,125,bpRNA_PDB_125,31,..........((((....)))).........,0.375,0.6,0.4615384615384615,0.13822748199891066
SPR,315,tdbR00000301,76,(((......((((........))))....))).....(((....))).(((((.......))))).(((....))),0.5238095238095238,0.5789473684210527,0.5500000000000002,52.18933328500134
PDB,8,bpRNA_PDB_8,30,(((((((................))))))),0.6363636363636364,1.0,0.7777777777777778,0.06119880100231967
PDB,574,bpRNA_PDB_574,96,(((((....((((....))))....((((...((((((.....)))).....(((((....)))))))))).((((....))))......)))))),0.7142857142857143,0.8064516129032258,0.7575757575757576,545.1865955119974
SPR,153,tdbR00000010,76,.........((((........)))).(((((.......))))).....(((((.......)))))...........,0.6666666666666666,1.0,0.8,99.33110763999866
SPR,1,tdbR00000365,67,.........((........)).(((((.......))))).......((((...........))))..,0.35,0.5833333333333334,0.4375,39.17494439599977
PDB,220,bpRNA_PDB_220,17,((((((.....)))))),1.0,1.0,1.0,0.02309935800076346
PDB,444,bpRNA_PDB_444,90,(((((.........(((....))).....((((.......))))...(((((....))))).((((.......))))....)))))....,0.5833333333333334,1.0,0.7368421052631579,263.07694281899967
SPR,606,tdbR00000620,72,(((((((...(((.....)))..((((((........))))))....(((((.......)))))))))))).,0.8095238095238095,0.8095238095238095,0.8095238095238095,33.336705093999626
SPR,135,tdbR00000473,76,....(((........)))......((((((...)))))).........(((((.......))))).((.....)).,0.25,0.3125,0.2777777777777778,64.67930988700027
SPR,574,tdbR00000439,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,30.92037120600071
SPR,229,tdbR00000003,75,...((((..((((.......)))).(((((.......))))).....(((((.......))))))))).......,0.8571428571428571,1.0,0.923076923076923,97.70263371799956
SPR,243,tdbR00000109,74,(((((((..((((.......))))((((((.......))))))...(((((.......))))))))))))....,1.0,1.0,1.0,40.3388882199979
SPR,86,tdbR00000521,72,.........((((.....)))).(((((.(((...)))))......))).......................,0.5,0.6923076923076923,0.5806451612903226,56.12014499199722
SPR,180,tdbR00000181,76,(((((((..((((........)))).......................(((((.......))))))))))))....,0.7272727272727273,1.0,0.8421052631578948,43.865821600000345
SPR,178,tdbR00000222,87,.((((((..........(((((.....)))))......(((((..((((....))))..(((((.......)))))))))))))))),0.7142857142857143,0.45454545454545453,0.5555555555555556,206.1403740220012
SPR,615,tdbR00000088,76,((((.....((((........)))).(((((.......))))).....(((((.......)))))...))))....,0.9,1.0,0.9473684210526316,81.6705190419998
SPR,41,tdbR00000296,75,(((((((((((((.......)))))).....................(((((.......))))))))))))....,0.7619047619047619,0.8421052631578947,0.8,22.093016265000188
PDB,22,bpRNA_PDB_22,17,.................,0.0,0,0,0.02036897899961332
PDB,273,bpRNA_PDB_273,22,(((((((........))))))),0.875,1.0,0.9333333333333333,0.023462295001081657
SPR,179,tdbR00000220,87,.((((((..(((...........))).(((((((...)))))))..(((....)))...(((((.......))))))))))).....,0.95,0.6551724137931034,0.7755102040816326,203.24480349199803
PDB,494,bpRNA_PDB_494,94,(((...........(((...(((.....)))......)))((((.((((....)))))))..((((......))))..............)))),0.42857142857142855,0.7142857142857143,0.5357142857142858,268.01894536599866
SPR,173,tdbR00000160,76,(((((((..((((........))))..((((.......))))......(((((.......))))))))))))....,0.9090909090909091,1.0,0.9523809523809523,43.173786647999805
PDB,208,bpRNA_PDB_208,27,.......(((((....)))))......,0.4166666666666667,1.0,0.5882352941176471,0.043361749998439336
PDB,143,bpRNA_PDB_143,55,(((((.((((............(((.((....)).)))........))))))))),0.6086956521739131,1.0,0.7567567567567568,3.9541652490006527
PDB,420,bpRNA_PDB_420,23,((((((((.......)))))))),0.8888888888888888,1.0,0.9411764705882353,0.025189096999383764
SPR,206,tdbR00000070,76,(((((((..((((........)))).(((((.......))))).......(((.......)))..)))))))....,0.9047619047619048,1.0,0.9500000000000001,64.23257304199797
PDB,151,bpRNA_PDB_151,15,(((((.....))))),0.8333333333333334,1.0,0.9090909090909091,0.021229030997346854
SPR,308,tdbR00000187,76,.(((((((.((((........)))).(((((((...)))))))))).((((((.......)))))).....)))).,0.7142857142857143,0.5555555555555556,0.6250000000000001,47.377790892998746
SPR,162,tdbR00000332,75,(((((((.(((...)))....(((.(((((.......))))).....(((((.......))))))))))))))).,0.85,0.7083333333333334,0.7727272727272727,66.2169783169993
SPR,32,tdbR00000299,75,.........((((.......))))...(((((.....))))).....(((((.......)))))...........,0.6,0.8,0.6857142857142857,50.53112554899781
SPR,205,tdbR00000227,86,(((((((..(((...........))).(((((.......))))).((((...))))..(((((.......))))))))))))....,0.9523809523809523,0.7142857142857143,0.8163265306122449,267.6657834730031
SPR,54,tdbR00000387,92,(((((((..(((.....((((....))).(((((.......)))))..(((........)))...(((........)))..))))))))))),0.85,0.5483870967741935,0.6666666666666665,380.27350233299876
SPR,252,tdbR00000214,88,(((((((((((........))))......(((((.......))))).(((....)))....((((.......)))).)))))))....,0.7619047619047619,0.5714285714285714,0.6530612244897959,365.8073366739991
SPR,230,tdbR00000004,75,...((((.......((((.......(((((((...))))))).....(((((.......))))))))).))))..,0.6666666666666666,0.5833333333333334,0.6222222222222222,84.42107730299904
SPR,327,tdbR00000090,76,((((.....((((........)))).(((((.......))))).....(((((.......)))))...))))....,0.9,1.0,0.9473684210526316,72.65756909899937
PDB,272,bpRNA_PDB_272,22,.....((((....)))).....,0.4,1.0,0.5714285714285715,0.029261494000820676
PDB,354,bpRNA_PDB_354,16,((.((......)).)),0.5714285714285714,1.0,0.7272727272727273,0.025438462998863542
PDB,449,bpRNA_PDB_449,77,.((((((..((((.........)))).(((((.......))))).......(((.......)))..)))))).....,0.6666666666666666,1.0,0.8,102.77320689200133
SPR,379,tdbR00000385,92,(((((((........((((((.....)))(((((.......)))))...((((.....))))...(((........)))..)))))))))).,0.7,0.4375,0.5384615384615384,430.1092706579984
SPR,332,tdbR00000368,71,(((((((((.............((((((..((...))))))))...............)))))))))....,0.5909090909090909,0.6842105263157895,0.6341463414634148,62.19730862299912
SPR,259,tdbR00000313,76,(((((((.((.....))..........(((((.......)))))....(((((.......))))))))))))....,0.85,0.85,0.85,147.6869542200002
SPR,312,tdbR00000206,76,.((((....((((((((....))))....))))........))))...(((((.......)))))...........,0.47368421052631576,0.47368421052631576,0.47368421052631576,50.18191030699745
SPR,26,tdbR00000594,58,...............................................(((....))).,0.0,0.0,0,5.767848323997896
SPR,90,tdbR00000266,87,(((((....(((...........))).(((((.......))))).((((....))))..(((((.......)))))..)))))....,0.8947368421052632,0.6296296296296297,0.7391304347826088,168.20019519500056
PDB,40,bpRNA_PDB_40,25,....((((((......))))))...,0.8571428571428571,1.0,0.923076923076923,0.04656944200178259
PDB,327,bpRNA_PDB_327,27,..........((......)).......,0.2,1.0,0.33333333333333337,0.03497201999925892
PDB,277,bpRNA_PDB_277,22,((((..............)))),0.4444444444444444,1.0,0.6153846153846153,0.02583932700144942
SPR,527,tdbR00000407,85,(((......)))..........(((((.................((((...))))..(((((.......))))).....))))).,0.47619047619047616,0.47619047619047616,0.47619047619047616,158.2335556750004
PDB,252,bpRNA_PDB_252,27,.......(((((....)))))......,0.4166666666666667,1.0,0.5882352941176471,0.042030048000015086
SPR,137,tdbR00000474,76,((((((((.(((..........))).(((((.......)))))........((......))...))))))))....,0.8,0.8888888888888888,0.8421052631578948,46.755390409998654
SPR,384,tdbR00000542,84,(((((((((((......)))).....((((.......))))............(((((((...)))).)))..)))))))....,0.42857142857142855,0.375,0.39999999999999997,280.40014642700044
SPR,582,tdbR00000506,77,.((((((..((((.........)))).(((((.......)))))......((((.......)))).)))))).....,0.95,1.0,0.9743589743589743,71.95014240800083
SPR,435,tdbR00000531,75,(((((((.......((....))...(((((.......))))).....(((((.......))))))))))))....,0.8095238095238095,0.8947368421052632,0.8500000000000001,49.18056535100186
PDB,468,bpRNA_PDB_468,27,..((((...............))))..,0.4444444444444444,1.0,0.6153846153846153,0.04340776699973503
SPR,109,tdbR00000409,84,(((((((..(((..........)))..((((.......))))....((......)).((((.......)))).)))))))....,0.9473684210526315,0.8181818181818182,0.8780487804878049,183.60755160700137
PDB,539,bpRNA_PDB_539,94,(((..((((((...(((...........))))))..)))..(((.((((....)))))))..(((((....)))))..............))).,0.3142857142857143,0.5238095238095238,0.39285714285714285,294.7864075380021
SPR,274,tdbR00000062,75,((((((....................(((((.......)))))....(((((.......))))).))))))....,0.7619047619047619,1.0,0.8648648648648648,67.67921150899929
PDB,650,bpRNA_PDB_650,71,((((((........(((((.......)))))...........(((((.......)))))......)))))),0.5517241379310345,1.0,0.7111111111111111,45.110837754000386
SPR,504,tdbR00000142,75,((((((((...................((((.......)))).....(((((.......)))))))))))))...,0.8,0.9411764705882353,0.8648648648648648,41.26193283400062
SPR,242,tdbR00000108,74,(((((((.......(((....)))((((((.......))))))...(((((.......))))))))))))....,0.8571428571428571,0.8571428571428571,0.8571428571428571,58.062648373997945
PDB,319,bpRNA_PDB_319,38,(((((............................))))),0.3125,1.0,0.47619047619047616,0.23198716000115382
SPR,99,tdbR00000463,70,((((((((.((((.....))))................(((.......))).......))))))))....,0.5789473684210527,0.6875,0.6285714285714286,40.958625551000296
SPR,362,tdbR00000019,75,(((((((..(((....)))........((((.......)))).....(((((.......))))))))))))....,0.8421052631578947,0.8421052631578947,0.8421052631578947,56.95548795499781
PDB,33,bpRNA_PDB_33,24,.......(((....))).......,0.3,1.0,0.4615384615384615,0.03983015899939346
SPR,473,tdbR00000189,67,.........(((...))).(((((.......))))).....((((.......))))...........,0.631578947368421,1.0,0.7741935483870968,12.937548060002882
PDB,563,bpRNA_PDB_563,67,((((((.....((((((.......)))))).........(((...)))...))))))..........,0.2962962962962963,1.0,0.45714285714285713,22.7940456489996
PDB,55,bpRNA_PDB_55,22,((((...((....))...)))),0.6,1.0,0.7499999999999999,0.028150578000349924
PDB,438,bpRNA_PDB_438,14,(((((....))))),1.0,1.0,1.0,0.027578700999583816
PDB,479,bpRNA_PDB_479,112,......((((....(((.......))).....((((......)))).................(((((.......))))).))))(((......)))...............,0.36585365853658536,0.9375,0.5263157894736842,891.2921039770008
SPR,3,tdbR00000336,72,.........(((.......)))((((((((...))))))))...(((((.......)))))...........,0.6363636363636364,0.7777777777777778,0.7000000000000001,191.16037533100098
PDB,112,bpRNA_PDB_112,28,..(((((......)))))..........,0.625,1.0,0.7692307692307693,0.08573050199993304
SPR,253,tdbR00000176,77,(((((((..................(((((((.......)))))))..((((.........)))).)))))))....,0.6818181818181818,0.8823529411764706,0.7692307692307693,53.687462771002174
SPR,248,tdbR00000215,86,(((((((..........(((...))).(((((.......))))).(((....)))....((((.......)))).)))))))....,0.7619047619047619,0.64,0.6956521739130435,251.95038999299868
PDB,422,bpRNA_PDB_422,19,(((((((.....))))))),0.875,1.0,0.9333333333333333,0.04712786899835919
PDB,215,bpRNA_PDB_215,28,(((((......)))))............,0.625,1.0,0.7692307692307693,0.060674008000205504
PDB,38,bpRNA_PDB_38,33,(((.......)))....................,0.0,0,0,0.18208766800307785
SPR,219,tdbR00000380,88,(((((((..((((..........)))).((((((.....))))))..(((....)))...(((((.......))))))))))))....,1.0,0.7241379310344828,0.8400000000000001,192.28061178700227
SPR,149,tdbR00000210,85,(((((((...................(((((.........)))))((......))..(((((.......))))))))))))....,0.8947368421052632,0.8095238095238095,0.8500000000000001,190.40362551100043
PDB,490,bpRNA_PDB_490,94,(((...........(((...(((.....)))......)))((((.((((....)))))))..((((......))))..............)))),0.42857142857142855,0.7142857142857143,0.5357142857142858,218.90425287200196
SPR,385,tdbR00000451,76,(((((((.(((((........)))))(((((.......))))).....(((((.......))))))))))))....,1.0,0.9130434782608695,0.9545454545454545,79.18584260599891
PDB,408,bpRNA_PDB_408,28,((((((....((((....)))))))))),0.8,0.7272727272727273,0.761904761904762,0.04542578600012348
SPR,140,tdbR00000104,74,(((((((..................(((((.......))))).....((((.......)))).)))))))....,0.8,1.0,0.888888888888889,56.534866285001044
SPR,20,tdbR00000585,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,137.42245072800142
PDB,567,bpRNA_PDB_567,35,..........((((((.........))))))....,0.06666666666666667,0.5,0.11764705882352941,0.17110860299726482
PDB,284,bpRNA_PDB_284,40,(((((((.((.....((....))....))....))))))),0.6470588235294118,1.0,0.7857142857142858,0.4070952860020043
SPR,600,tdbR00000025,77,(((((((..((((.........))))((((((.........((((....)))))).....))))..)))))))....,0.55,0.6875,0.6111111111111112,122.31166242999825
PDB,628,bpRNA_PDB_628,27,..((((...............))))..,0.4444444444444444,1.0,0.6153846153846153,0.0405092999972112
PDB,474,bpRNA_PDB_474,53,.(((((.......(((((....)))))....((((........))))))))).,0.47619047619047616,0.9090909090909091,0.6249999999999999,1.2450928729995212
PDB,85,bpRNA_PDB_85,21,(((...........)))....,0.0,0,0,0.03497515599883627
PDB,586,bpRNA_PDB_586,27,..((((...............))))..,0.4444444444444444,1.0,0.6153846153846153,0.038762167998356745
PDB,308,bpRNA_PDB_308,14,..............,0.0,0,0,0.024852983999153366
SPR,369,tdbR00000504,76,.((((((..((((........)))).(((((.......))))).....(((((.......))))))))))).....,1.0,1.0,1.0,94.30957505799961
PDB,475,bpRNA_PDB_475,112,......((((....(((.......))).....((((......)))).................(((((.......))))).))))(((......)))...............,0.35714285714285715,0.9375,0.5172413793103449,893.3631215860005
SPR,434,tdbR00000519,77,.((((((..((((.........)))).((((.........)))).....(((((.......))))))))))).....,0.95,1.0,0.9743589743589743,74.75255872799971
SPR,9,tdbR00000399,67,((..........))(((((((..........)))))))((((((.......))))))..........,0.5384615384615384,0.35,0.4242424242424242,88.76773231599873
PDB,386,bpRNA_PDB_386,39,.....((((..((..(((.....)).)))...))))...,0.4117647058823529,1.0,0.5833333333333334,0.21715587899961974
SPR,344,tdbR00000100,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.42857142857142855,0.391304347826087,0.4090909090909091,59.51889392400335
PDB,579,bpRNA_PDB_579,89,((((.....(((((((..........(((((((...(((((...))))))).....(((....)))...)))))))..))))).)))).,0.6486486486486487,1.0,0.7868852459016393,153.18824654700074
SPR,510,tdbR00000526,75,(((((((..((((.......)))).(((((.......))))).....(((((.......))))))))))))....,1.0,1.0,1.0,96.50931487900016
PDB,359,bpRNA_PDB_359,49,.......((((.((....))...(((((....)))))))))........,0.6111111111111112,1.0,0.7586206896551725,0.5161418610005057
SPR,400,tdbR00000517,74,(((((((..........................(((((.....)))))(((.......)))..)))))))....,0.47619047619047616,0.5882352941176471,0.5263157894736842,70.6055930629991
SPR,157,tdbR00000357,75,.(((.....((((...)))..)))).(((((.......)))))...((((((.......)))))).((....)).,0.6666666666666666,0.7,0.6829268292682926,46.65047942900128
SPR,365,tdbR00000111,74,(((((((..................(((((.......))))).....((((.......)))).)))))))....,0.7619047619047619,1.0,0.8648648648648648,41.460417958001926
PDB,374,bpRNA_PDB_374,19,..((((.......))))..,0.6666666666666666,1.0,0.8,0.03440097400016384
SPR,550,tdbR00000514,77,.((((((..((((.........)))).((((.........)))).....(((((.......))))))))))).....,0.95,1.0,0.9743589743589743,56.78150525100136
SPR,193,tdbR00000545,85,(((((((.((((...........))))(((((.......))))).(((...)))...(((((.......))))))))))))....,1.0,0.7142857142857143,0.8333333333333333,236.65657854300298
PDB,90,bpRNA_PDB_90,22,...(((((....))))).....,0.5555555555555556,1.0,0.7142857142857143,0.038416005998442415
SPR,226,tdbR00000126,68,.....................((((.....))))(((.......((((.....)))).......))).,0.11764705882352941,0.125,0.12121212121212122,20.225671658001374
SPR,160,tdbR00000026,77,...((((....................(((((.......)))))......((((.......))))......))))..,0.42857142857142855,0.8181818181818182,0.5625,75.33016188400143
PDB,226,bpRNA_PDB_226,18,..(((((....)))))..,0.625,1.0,0.7692307692307693,0.03437891599969589
PDB,350,bpRNA_PDB_350,32,((((((((((((........)))))))))))),0.8,1.0,0.888888888888889,0.07829677199697471
PDB,24,bpRNA_PDB_24,17,.................,0.0,0,0,0.033003487002133625
PDB,160,bpRNA_PDB_160,34,........(((((......)))))..........,0.2857142857142857,0.6666666666666666,0.4,0.11968690800131299
SPR,40,tdbR00000477,75,.(((.....((((...))).)))).(((((.......)))))......((((.......))))..((.....)).,0.6190476190476191,0.7222222222222222,0.6666666666666666,61.894621782998
SPR,182,tdbR00000067,76,(((((((..((((........)))).(((((((...)))))))...........(((....))).)))))))....,0.7619047619047619,0.6956521739130435,0.7272727272727272,63.29142407600011
PDB,107,bpRNA_PDB_107,33,....(((((......))))).............,0.625,1.0,0.7692307692307693,0.1074311080010375
SPR,503,tdbR00000123,75,(((((((.................((((.....))))..........(((((.......))))))))))))....,0.5714285714285714,0.7058823529411765,0.6315789473684211,68.59928794799998
SPR,102,tdbR00000089,76,((((.....((((........)))).(((((.......))))).....(((((.......)))))...))))....,0.9,1.0,0.9473684210526316,81.53035065800213
PDB,382,bpRNA_PDB_382,68,....((((....))))..(((.....)))((((........))))...........((((....)))),0.034482758620689655,0.16666666666666666,0.05714285714285715,14.86255495399746
PDB,251,bpRNA_PDB_251,27,(((((.((((((....))))))))))),0.9166666666666666,1.0,0.9565217391304348,0.03871163700023317
PDB,331,bpRNA_PDB_331,42,....(((((((.((.((((....)))))))))))..))....,0.55,1.0,0.7096774193548387,0.7449338600017654
SPR,519,tdbR00000284,76,.((((((..((((........))))..............))))))...(((((.......)))))...........,0.45,0.8181818181818182,0.5806451612903226,83.72050072600177
SPR,483,tdbR00000245,75,..........((((.......)))).(((((.......))))).....((((.......))))............,0.6842105263157895,1.0,0.8125000000000001,64.99380947800091
PDB,577,bpRNA_PDB_577,89,((((.....(((((((..........(((((((...(((((...))))))).....(((....)))...)))))))..))))).)))).,0.6486486486486487,1.0,0.7868852459016393,153.0868020320013
SPR,132,tdbR00000424,85,(((((((..(((..........))).(((((.......))))).((((...))))...((((.......)))).)))))))....,0.9047619047619048,0.7037037037037037,0.7916666666666667,161.60136924199833
PDB,105,bpRNA_PDB_105,30,((.((.....))...(((....)))))...,0.15384615384615385,0.5,0.23529411764705882,0.09826475799854961
SPR,525,tdbR00000321,75,..((((((........((((((......(((((((...))))))).............))))))....)))))).,0.10526315789473684,0.09523809523809523,0.1,53.97381107000183
SPR,470,tdbR00000197,76,(((((....((((........)))).(((((.......))))).....(((((.......)))))..)))))....,0.9047619047619048,1.0,0.9500000000000001,37.2170185870018
SPR,6,tdbR00000167,72,.........(((.......))).(((((.......)))))...((((((........)))))).........,0.631578947368421,0.8571428571428571,0.7272727272727273,162.28593049799747
SPR,548,tdbR00000318,77,(((((((..((((.........)))).((......)).............((((.......)))).)))))))....,0.75,0.8823529411764706,0.8108108108108107,108.06667156099866
PDB,42,bpRNA_PDB_42,19,(((((((....))).)))),0.8571428571428571,0.8571428571428571,0.8571428571428571,0.03411211699858541
SPR,209,tdbR00000228,84,((((((((((...........)))).(((((.......))))).(((....)))...((((.......))))..))))))....,0.7619047619047619,0.64,0.6956521739130435,118.28155866700035
SPR,380,tdbR00000433,76,(((((((..((((........))))......(((........)))....((((.......)))).)))))))....,0.7142857142857143,0.75,0.7317073170731706,49.50755444000242
PDB,566,bpRNA_PDB_566,67,(((((((....((((((.......)))))).........(((.............)))..))))))),0.5714285714285714,1.0,0.7272727272727273,29.332046512001398
PDB,130,bpRNA_PDB_130,36,(((((((......................))))))),0.4375,1.0,0.6086956521739131,0.16516439599945443
SPR,607,tdbR00000619,73,((((.....(((((.......)))).((((.........)))).....(((((.......)))))..))))).,0.85,0.9444444444444444,0.8947368421052632,35.55311934600104
PDB,14,bpRNA_PDB_14,17,((((((....)))))).,0.8571428571428571,1.0,0.923076923076923,0.03365312100140727
PDB,446,bpRNA_PDB_446,22,.((..........)).......,0,0.0,0,0.04357719899780932
SPR,71,tdbR00000102,76,(((((((....(((((.((((.........)))))............(((........))))))))))))))....,0.42857142857142855,0.391304347826087,0.4090909090909091,58.523388177000015
PDB,320,bpRNA_PDB_320,38,(((((............................))))),0.3125,1.0,0.47619047619047616,0.25480417300059344
SPR,334,tdbR00000191,68,..........................................((((((...))))))...........,0.1,0.25,0.14285714285714288,13.438000403002661
SPR,104,tdbR00000618,85,.........(((..........))).(((((.......)))))..(((.........(((((.......))))).......))).,0.65,0.6842105263157895,0.6666666666666667,143.81984888399893
SPR,367,tdbR00000154,77,.........((((.........))))..((((.......))))..(((((((((.......))))......))))).,0.5714285714285714,0.631578947368421,0.6,30.32919146399945
PDB,365,bpRNA_PDB_365,21,(((((((.......))))))),0.875,1.0,0.9333333333333333,0.03252334100034204
PDB,376,bpRNA_PDB_376,19,..(((((.....)))))..,0.625,1.0,0.7692307692307693,0.032507168001757236
PDB,219,bpRNA_PDB_219,17,((((((.....)))))),1.0,1.0,1.0,0.03126446999885957
PDB,180,bpRNA_PDB_180,21,(((((((.......))))))),1.0,1.0,1.0,0.0417792689986527
PDB,81,bpRNA_PDB_81,14,(((((...))))).,1.0,1.0,1.0,0.03139321499838843
SPR,466,tdbR00000031,71,.((((((.............(((......))).....((((((.....))))))......)))))).....,0.2857142857142857,0.3333333333333333,0.30769230769230765,122.00580285100295
